"id","bpm","loudness","chordchange","chordkey","songkey","keystrength"
"483ad4c1-b2a0-4a57-9a75-2e45dbe19d2c","111.839813232","0.968458414078","E major","0.0765879377723","A minor","0.627054870129"
"fd165ca5-f16b-4813-be32-b3baf7b4702a","142.104095459","0.930327355862","A major","0.0355384610593","A major","0.854490697384"
"d547abba-da9f-457a-bf16-f8b1b31f87a4","118.058135986","0.668440699577","A major","0.0831955000758","F# minor","0.565644204617"
"5a5009cc-04ad-49b6-8acb-d592e1128a41","85.0198745728","0.896950423717","D minor","0.0561066828668","D minor","0.540145218372"
"5edf5416-9766-4ad7-9aa5-b8119f55da20","155.215835571","0.930645883083","B major","0.0442453101277","B major","0.876641690731"
"652b76e2-3618-4952-91a4-1e4f27a58cfe","133.461044312","0.951578557491","A major","0.0262705627829","A major","0.863193035126"
"9e0fcea0-bcb0-47e1-b71c-e4496bbed714","97.8793106079","0.214397862554","E major","0.0967069640756","A major","0.664112985134"
"4a5a07ac-d236-4420-b282-46065fe88530","166.497528076","0.944321751595","G major","0.0813769027591","G# major","0.395605027676"
"b9e46cde-ab17-4bfa-8b69-4a895cfb319c","90.0124282837","0.85324215889","F minor","0.0913097113371","F minor","0.769910335541"
"954e09c7-d4b8-45e5-b4dd-446c5e595d31","90.1734695435","0.959191083908","D major","0.0700571909547","D minor","0.760500729084"
"1ec96133-cbef-4aa9-b569-e2f9afeea0e0","84.533164978","0.936389505863","D major","0.0309891216457","D minor","0.780606865883"
"f0d236a7-d542-4a00-bd01-7c9674ca26d2","104.087753296","0.938038051128","C# major","0.100316315889","A# minor","0.488164484501"
"92298f1a-293c-4407-b1ee-264960dc3d01","110.060417175","0.962632894516","F# minor","0.0593129917979","F# minor","0.692977845669"
"fae08109-3d34-44a6-8360-9d50ef2c40e6","89.5567703247","0.957809329033","E major","0.0706224963069","A major","0.796797573566"
"79732745-9676-48fe-bb81-97f1d23604a8","133.16178894","0.800344645977","F minor","0.107441306114","F minor","0.496301591396"
"c5507d08-a386-4449-98e3-45358e7a2f13","143.982620239","0.945840537548","E minor","0.0681770071387","A major","0.640022754669"
"93ac2150-4a7b-4ab2-a30e-68b1d559367f","133.954360962","0.890779018402","F minor","0.0969498902559","F minor","0.508460402489"
"5922afb8-7dbd-47bc-83d2-8eef84a4c2d8","114.025619507","0.968476772308","C# major","0.0673962160945","C# major","0.661978542805"
"d57a0277-b953-4503-b646-682864e40ead","135.999435425","0.892800867558","C major","0.0487380325794","C major","0.786682128906"
"71906b09-eccb-4743-8594-30a7a27aaa4c","136.373672485","0.944946229458","D# major","0.0616231076419","D# minor","0.814458250999"
"1798fdd0-d7ff-400e-b591-04ff71f90ad1","100.04485321","0.843228399754","D minor","0.0700521841645","D major","0.705885708332"
"7bd7e444-975f-416d-b6b4-36407047b8c3","104.84160614","0.964372158051","B minor","0.0860319957137","E major","0.700977861881"
"cb2cbfbe-1922-4814-81db-b54f08d490dd","123.645278931","0.567838191986","E minor","0.0732786655426","A minor","0.688465535641"
"98cd4bbc-9bbe-4ad9-881d-f8a2effd1ee2","102.743995667","0.972410440445","E minor","0.0800390467048","E minor","0.525522887707"
"31e5e7ea-783d-4cc1-b90a-9829f07bfde4","81.750289917","0.899058401585","A# major","0.11141230911","A# minor","0.466360807419"
"17d4ee38-3911-4131-b7c8-c25866672a05","125.656486511","0.968313097954","F minor","0.101619780064","A# minor","0.487207233906"
"34597067-12da-4360-a824-b9f7aad1824c","130.661651611","0.973125398159","G# minor","0.0447629541159","G# minor","0.833755612373"
"166865b5-38d7-4cda-a41c-fec62c62ea22","120.610832214","0.96749740839","G# minor","0.0837051197886","G# minor","0.547588586807"
"c82b1d82-b269-4873-a878-3bec31141fb6","111.707130432","0.914880931377","C# major","0.109890110791","A# minor","0.503424167633"
"1040f033-b754-4af5-a944-1cdcfe2bee4a","85.4672927856","0.863942980766","C# major","0.0971107557416","F# minor","0.658427119255"
"8a81c6be-4094-440c-a160-e830775040bc","122.838188171","0.958288609982","E minor","0.0845070406795","E minor","0.638497173786"
"277b9513-b321-4722-a301-5370a2a37a7a","115.419784546","0.886426091194","C major","0.0550835840404","F major","0.780528604984"
"27a4eb3d-711e-44d6-b50b-c183ca6b0bcf","142.439025879","0.887129485607","F minor","0.0731387734413","F major","0.70117110014"
"fe67ff29-a470-4c5c-9b0a-080162bae8dd","137.328308105","0.879312455654","C# major","0.107293426991","F minor","0.607763409615"
"d81eb29c-413c-4c66-abc2-e10158745cf3","139.82258606","0.749902069569","E major","0.0825599133968","A minor","0.518587827682"
"121255e4-f67f-4c42-aad3-3e1008dc621a","162.444656372","0.764590740204","C# minor","0.105004608631","C# minor","0.613346338272"
"cdc6ad1f-604e-4a26-8eac-1df1c9b6810a","155.572906494","0.624596595764","D# major","0.07485101372","D# major","0.71408444643"
"4329387e-4207-497b-b47e-b59b4522f7c1","95.3275375366","0.962663888931","E minor","0.085533387959","A minor","0.70965385437"
"59f913a8-7ecc-4009-a723-107a4f2f235a","97.9023666382","0.954862177372","D minor","0.0803145840764","G minor","0.602865040302"
"0e2b9209-f36c-47bf-84f0-bd6b10a6b49c","92.9942169189","0.966479241848","A# major","0.078676469624","A minor","0.649610519409"
"176968ab-6750-4efe-af72-a64366ceea50","117.984474182","0.957084298134","A major","0.0624324902892","A major","0.897807180882"
"6cecee6e-b2df-4d20-af6b-8b2c9a209642","89.6134643555","0.907503426075","F minor","0.063475176692","A# minor","0.657371640205"
"1a29751d-00fd-4d67-95cd-52f1d43e1c7f","89.8226242065","0.961204588413","G major","0.0460043214262","D minor","0.675317764282"
"c59649c1-96b5-40a7-aa67-589e9612122a","128.676254272","0.943439781666","E minor","0.0805361717939","A minor","0.582465350628"
"dc2b0ca2-ff9c-41ec-9672-58a96f5e58bd","123.14389801","0.798137664795","A# major","0.110453650355","A# major","0.560350179672"
"985414c6-ea26-4542-ad72-a78d34c83299","90.3140182495","0.945564806461","E minor","0.0879120901227","A minor","0.714135527611"
"14b6ae5a-3ae4-42a4-99b7-139f347b600b","91.6942596436","0.0880094841123","G major","0.0471835359931","C minor","0.912196040154"
"d93d2a41-d638-43a3-9549-3108d910b9ad","126.68422699","0.933097720146","E minor","0.0647380799055","D major","0.712292790413"
"204b7844-3a08-4456-bc1d-49d9bcf8e09d","104.514656067","0.944934427738","D minor","0.130289539695","A minor","0.55851739645"
"f2121a7f-de87-4179-8d7f-0a86d6fad431","107.440361023","0.933612167835","A# minor","0.0978757739067","F minor","0.509989798069"
"a209cf32-fb35-4b24-8f5a-cabdacb60f63","163.518493652","0.952931284904","E major","0.0972818285227","A minor","0.659803569317"
"93611f80-b88c-4e8f-8e87-623b4d4b5cf0","178.205871582","0.890420973301","D minor","0.0704176351428","D minor","0.559168994427"
"4e41d3cc-b417-46bc-860e-1db4329fa750","138.786468506","0.887800335884","F major","0.0834240093827","A# minor","0.443464756012"
"9f754bc2-47fc-4069-ba39-6a0a5cd144e2","132.154129028","0.960634529591","E minor","0.0717165321112","A minor","0.529534816742"
"c3823516-739c-4697-933b-f7f260e9aa60","69.6501922607","0.899595558643","D major","0.0426966287196","A major","0.497381865978"
"8c97c0d6-13a1-41df-a4b1-eb3436d75abb","138.70401001","0.886211335659","C# major","0.116596058011","F minor","0.370966970921"
"7db34009-ecf5-4545-8b8e-28b422842a95","128.453659058","0.869910955429","E minor","0.0687488242984","F major","0.58706009388"
"efba3bd5-1408-4c0d-be5b-125761cc857b","125.303756714","0.854102313519","D minor","0.0923113971949","A# minor","0.485989123583"
"1b7c1df6-5c36-44cb-b00d-7545d5d4bbd5","144.715652466","0.848545253277","D minor","0.100679434836","F minor","0.395173102617"
"aa0a3d7d-6f24-47ce-9809-ff58cea0a7bf","125.523719788","0.942209124565","D minor","0.0532102026045","D minor","0.780664980412"
"f58fb6dd-0360-4075-99bb-729fe310ad7f","131.709091187","0.974689781666","A major","0.0758646354079","A major","0.675318300724"
"55a7eb65-9b9e-4701-b6ae-de32b3a5652e","91.1960525513","0.696206629276","C major","0.0375811941922","C major","0.840590178967"
"ff1e3e1a-f6e8-4692-b426-355880383bb6","120.036026001","0.948048114777","E minor","0.105566643178","A major","0.494579672813"
"b3feb9d5-9ac5-493d-8f7c-10bf5013e964","122.976295471","0.905202567577","F major","0.0668789818883","A# major","0.711461603642"
"9b2d0d4d-9952-465d-8d34-300b72ad7c1c","136.479949951","0.945479691029","F# major","0.0999776571989","A major","0.457163482904"
"ae94ead6-5190-4eaf-8c84-aa0a5b56392c","132.864685059","0.964598834515","E major","0.0616529881954","A minor","0.773748576641"
"49031c29-0285-437c-970d-2fc40af28077","122.530693054","0.955485105515","E minor","0.0960425809026","A minor","0.665409564972"
"a28635ae-0520-401c-be53-20f4846f0113","137.369659424","0.925962328911","E minor","0.0508860759437","E minor","0.693188726902"
"988d5a34-642f-4957-b9a7-9429a470eba6","92.9515838623","0.809339821339","F minor","0.0951480790973","F minor","0.402489066124"
"5c51b85b-6b5d-4d6a-86a3-14121d065d39","150.869125366","0.92070800066","A# major","0.109301783144","A# minor","0.601405441761"
"1342c028-aa39-4ae6-b113-7727ff4cedd5","129.967010498","0.771641790867","C major","0.104730471969","F minor","0.6205509305"
"a5150051-afeb-4955-806d-fccd953e1b50","100.545204163","0.883036077023","F# minor","0.0740432590246","B major","0.545355737209"
"0608638a-f116-4ad0-a008-e434228b3b83","90.9328384399","0.901600420475","A major","0.0707620531321","A minor","0.810643136501"
"be59d4b3-5832-4ef1-ab72-29e8dd8dfd3f","178.205780029","0.932358026505","A# major","0.0898321792483","A# minor","0.585973620415"
"42d6da1f-7561-4ace-ac5c-52eb2139a7bc","123.500946045","0.936269462109","E major","0.0989827886224","F minor","0.47063985467"
"f24bd240-5a74-4c03-99ae-d4793b791e7b","143.392929077","0.940574586391","A major","0.0905272290111","D minor","0.682796776295"
"eace2434-cc93-44c3-b2ab-1eaead15ee8d","144.645874023","0.948890864849","E minor","0.0831645429134","E minor","0.620801985264"
"60e94685-0481-4d3d-bd84-11c389d9b2a5","121.866157532","0.84333729744","A# minor","0.0898505747318","A# minor","0.581233799458"
"3c5440d1-a6af-47d2-9aae-846a0c003086","129.798477173","0.961326777935","G major","0.0719334036112","C major","0.733933031559"
"62b6e85f-46ff-4a62-868b-3b40beff758b","153.027420044","0.90623998642","C# major","0.0989808291197","F minor","0.507876336575"
"7cb52aa0-3c20-498c-884b-9205ea133007","94.2021865845","0.969110846519","C# major","0.0903560593724","F minor","0.534546613693"
"22b7b02e-b265-47f8-9ce6-cbb3dc04c664","144.480667114","0.89376193285","D minor","0.106622166932","A# minor","0.638467848301"
"cccc851d-9214-4d24-9df6-e45f62664dbc","130.439453125","0.610327601433","B major","0.0517357587814","A# major","0.4665979743"
"d42bfa92-fafd-425f-b323-e1a70ccbb4d6","102.188316345","0.899270176888","D minor","0.0764096975327","A# minor","0.513554096222"
"ba63cb2e-adf3-4f50-9c13-2f4fd63407b1","122.972679138","0.884379565716","F major","0.0765447467566","D minor","0.723593771458"
"2c5d97fb-cad2-4765-9d4c-056e04498362","163.044845581","0.951663970947","F minor","0.104653373361","A# minor","0.61969101429"
"209f52dc-b170-4222-92b7-5b2c304e7b79","90.2553710938","0.899098217487","D minor","0.106077887118","A# minor","0.615431010723"
"af84fc56-7326-48e4-ab5d-2038611da427","112.283561707","0.174823269248","C major","0.023599524051","C major","0.866781055927"
"d5165d2d-be7c-4555-8bd8-630e2085c090","146.805923462","0.258650869131","A# minor","0.0692410096526","D# minor","0.657404661179"
"42938547-c339-42a6-9eae-62d8185b416d","123.696151733","0.949579536915","D# major","0.0445920303464","D# major","0.673684775829"
"6d590700-e7e1-4bc5-8855-8a43d6bae79d","172.265136719","0.967088699341","E major","0.103623583913","A minor","0.661981999874"
"418a757a-feab-418d-9a93-a6850173119d","149.902069092","0.92381811142","D# major","0.0624529719353","G# minor","0.571966528893"
"8d80bc29-7360-46e6-aba1-01f2bca6961e","130.450805664","0.934772729874","D# minor","0.0654001310468","D# major","0.724028170109"
"bba3e655-a246-4e31-88d9-5c41588cd282","148.498580933","0.919614315033","B major","0.0686458870769","B major","0.708361923695"
"e695d046-6476-43ff-92d2-195eb156539a","100.671348572","0.284481406212","C# minor","0.0628380104899","C# minor","0.55779004097"
"19bc7363-eb0a-450d-ab1d-1f3082072e0a","149.004364014","0.917700886726","F minor","0.0974784046412","A# minor","0.664670705795"
"d604a1b6-2cbd-4dc6-9682-a746405f247b","125.00730896","0.971834480762","G# major","0.0469870865345","G# major","0.650686442852"
"537050f2-7407-4c44-8031-cbc20156af7d","91.6679534912","0.944805145264","A# major","0.0433478727937","A# major","0.532662034035"
"7e79c16d-ba7d-46b8-81c3-17d2c1f11a44","112.973587036","0.902834117413","D minor","0.0871024727821","A# minor","0.589174628258"
"98418d43-1650-4e98-895c-14b9d544f641","83.0904693604","0.250506818295","G major","0.0318238846958","C major","0.64035743475"
"f5267fe1-5cb6-47f7-8df2-e6e8f09fa7ad","111.799629211","0.785665810108","D minor","0.0840267166495","A# major","0.519664943218"
"c135a6ad-3d89-4535-81c1-749961145797","94.9772720337","0.899935603142","D minor","0.103482343256","A# minor","0.501082122326"
"85d6d70b-64b6-4062-8d72-4c7d1f39c942","166.157058716","0.903997719288","D# major","0.0722569152713","G# major","0.746549606323"
"84cf6f4f-8967-4502-9dc7-fe5ebf0dc03a","161.513259888","0.942206084728","B minor","0.0760300830007","E major","0.604411423206"
"e79d281e-4390-4359-b990-1496efe17d2f","111.135177612","0.674203574657","E major","0.0560514852405","E major","0.656317770481"
"e87d536f-6c82-4558-967d-6f57054ab353","117.432319641","0.929301142693","F minor","0.131284922361","F minor","0.521800279617"
"0235c58f-2040-400c-b3c6-1f744a6aabd7","123.309700012","0.833109259605","C major","0.0498403683305","F major","0.784950494766"
"feb67038-2894-4167-b7d8-cf48627f846a","101.004524231","0.859453678131","A minor","0.0468204841018","A minor","0.636423170567"
"2637cf59-01f8-4536-a1c0-d6efb8c0137f","128.242126465","0.943647921085","D minor","0.0957230105996","A# major","0.535985589027"
"21df9cce-910b-4f90-b60c-6a1e76a71630","123.70539856","0.948431193829","D# major","0.0468306541443","D# major","0.672955989838"
"3666e54a-eb4f-4c2c-acb8-82cb9a6b7c95","142.254577637","0.893796205521","E major","0.0705697834492","A minor","0.654684484005"
"c9e09986-e11f-4fc9-9643-0699627807ad","123.504066467","0.927961885929","G# major","0.0593138821423","G# major","0.82523226738"
"22668441-eef5-456d-b8f7-5aa24adca0dd","112.858909607","0.966197490692","C major","0.0707476139069","F minor","0.849332153797"
"5a5019f3-b4d7-4ea1-8396-8378bbe84b72","117.463661194","0.0818161964417","A minor","0.046944282949","A minor","0.791461765766"
"ea5713a7-d084-490a-a6ce-3e3ce06477a2","93.6231842041","0.962008118629","E major","0.0574260130525","E minor","0.686037302017"
"f321988b-e408-49e5-9149-845ac5700882","103.964637756","0.705194354057","A minor","0.0564352422953","D minor","0.72105807066"
"af8b5dd0-d7a7-43db-a5a4-0ea479e8d145","146.911621094","0.661924600601","C major","0.0536682344973","C minor","0.706577897072"
"a0b64c34-787b-4df2-9205-b3f5f8b0b4ce","140.314300537","0.853999614716","D minor","0.0698948800564","A minor","0.486804515123"
"748f207b-0b82-4707-b236-230ab36dc8a9","108.317588806","0.946493804455","D minor","0.101314350963","F minor","0.569618046284"
"a8384c0f-a3f6-4e6a-a2d7-2f7a9dca90b1","106.699516296","0.745698869228","C# major","0.100168824196","F minor","0.507616817951"
"36d4fe6f-7ff8-413a-9c5c-fc9d7df368d6","96.9191589355","0.941316187382","C major","0.124795481563","F minor","0.441110700369"
"1bfde122-c2f0-4c36-882a-f3aba35427b4","140.164657593","0.564912259579","F minor","0.0961460843682","A# major","0.525269269943"
"96ce0ed7-389c-47de-a270-18424456b1bc","155.660110474","0.952126145363","E major","0.0431932769716","A minor","0.822270691395"
"f64253e0-f732-4c8f-af26-1bdbb57319c8","122.17931366","0.89886033535","A# major","0.0902625843883","F minor","0.479763150215"
"62f55b24-b4af-49b1-af59-2ac52fcca0b7","133.929489136","0.863299846649","G major","0.0531162619591","G major","0.784718990326"
"14a9666a-f0ac-4cc7-83e4-e09a606214f8","117.884483337","0.878300905228","G major","0.0303647853434","G major","0.858440935612"
"bffa7778-0aab-48d6-bb62-014073cf3e2c","90.8392715454","0.938224256039","D minor","0.0484505668283","G major","0.705219328403"
"a0f3deb9-8041-4fac-b997-5c349fbe9544","162.397979736","0.722273051739","D minor","0.047193877399","C major","0.6314625144"
"3f4fba43-5706-4c56-be46-39be0dad5044","155.954452515","0.962285161018","A major","0.0402328372002","D major","0.826702773571"
"19ccda44-4ea9-437e-9506-3108c0962694","114.848991394","0.962660610676","F major","0.11450381577","F minor","0.539869725704"
"a4e85b33-0748-4ad4-bcea-5820f86af64d","99.5952072144","0.95366615057","A# major","0.0798529013991","A# major","0.472011357546"
"ea2a3417-5640-469c-a0a0-89d96bfbd1f0","95.5970993042","0.920955777168","A# major","0.116435922682","A# major","0.520187318325"
"83b7e192-4445-4261-adf9-36eacf67c72b","120.294250488","0.935872793198","C# major","0.0902956947684","F minor","0.577250063419"
"04d296e5-5d8f-44cd-9b21-c1ca0fe61c3c","128.233963013","0.408432662487","E major","0.0694520995021","A minor","0.782975971699"
"f08ed35d-af38-4764-b9ff-6d7392e372a9","172.265319824","0.951010763645","E minor","0.0792202427983","E minor","0.554387509823"
"d07057c1-312b-4a7e-b129-dd7383539f57","150.039611816","0.852692008018","A# minor","0.0824891477823","A# minor","0.529043316841"
"72b5b168-9a7e-4193-bebf-ca27f790fbe7","114.225868225","0.240323707461","C# major","0.08124576509","F minor","0.649040997028"
"f742a49d-e6d2-4760-9bd4-77b32ccb54ea","122.610687256","0.838705718517","F minor","0.063918851316","F major","0.530983924866"
"e8624bb1-50e7-443f-95ad-8c64b5ddf574","162.172897339","0.832529425621","G major","0.0475730486214","C major","0.711372613907"
"bd866229-2880-4693-94a3-f1e39154f973","90.5328598022","0.829538941383","D# major","0.114989735186","G# minor","0.474445462227"
"d69fcf8f-340d-45a4-8ae1-8dd813958d9d","162.430038452","0.64888894558","D minor","0.101579405367","A# major","0.511254310608"
"f7aef849-14e0-40ef-b919-c7db50067718","140.772476196","0.829653859138","E minor","0.0756320357323","C minor","0.519616663456"
"c2848e0d-7eb5-4d5b-8e02-bdde780006fd","143.01335144","0.905581474304","D minor","0.0432956367731","D minor","0.690405368805"
"85654794-9c98-488b-9bb3-b95e91e4326e","114.996994019","0.937493443489","B minor","0.0620607361197","G major","0.494598478079"
"05e78e84-9fdc-41b7-a987-3075ff01ffb6","132.000640869","0.844597637653","A minor","0.0509564653039","A minor","0.69317907095"
"f51cfb90-a152-42e7-a60c-39124808d730","81.8417892456","0.844401717186","C# major","0.0793408080935","F minor","0.532087028027"
"4d22d761-7277-4480-854b-b015549dfe26","152.009246826","0.95044195652","C minor","0.0857241600752","C minor","0.741857945919"
"f2403035-62e8-4481-a86b-7b356b186b5f","97.4556732178","0.910659611225","A# major","0.0867008641362","A# minor","0.574318885803"
"7c1f143a-f016-4cb0-be79-c4467dd800e0","122.964897156","0.867863714695","F minor","0.108909122646","A# major","0.469701230526"
"3b133134-a058-41b7-beb7-ac57a7318d30","128.931594849","0.434453248978","C major","0.0150332618505","C major","0.841447174549"
"6e54d33d-e545-41d9-9672-dc84aed3b0a7","97.7524337769","0.870413482189","A# major","0.0920160487294","F minor","0.571605086327"
"aa0c8433-d797-4b8f-97b4-4b0c54b4ba96","148.011993408","0.94096159935","F major","0.117792420089","A# minor","0.573550403118"
"b2e8e1a2-2933-4429-8422-bb251ab7a075","82.4721298218","0.943581998348","D minor","0.0940185934305","D minor","0.421073287725"
"3ee8f8cd-daa3-41f4-894e-afb4fee79506","119.731918335","0.92323166132","B major","0.0682730898261","E minor","0.750728726387"
"322bafbb-6517-4361-9135-6da75153ceb2","128.479812622","0.945585012436","C major","0.0832196474075","A minor","0.735618889332"
"8809fe16-3ddc-46f7-8cf5-1634f6a52ea3","139.974319458","0.964098989964","F major","0.12538523972","F minor","0.495034873486"
"5331d2f4-2899-4046-a7cf-e39ce3bf0783","140.186538696","0.552217841148","B major","0.0796679034829","A# minor","0.515284955502"
"0e745ac8-e995-4014-940c-1ab715e8cfb0","131.826644897","0.965018510818","A major","0.0244376566261","D major","0.805638194084"
"48ade205-8866-49ab-aeee-1de90b25e688","162.49987793","0.957772314548","A major","0.0419109016657","D major","0.822462439537"
"a528ba1a-564f-42da-9953-01f7db07e881","120.091400146","0.919999957085","A major","0.0583413690329","D minor","0.770326375961"
"281835ce-8536-4fb1-af81-914d4fe6550d","122.770561218","0.749504864216","B major","0.0833552479744","E minor","0.45248144865"
"970deab1-8f86-40f8-913d-3dfa2bb1dfb4","114.593055725","0.946145415306","E major","0.0710538178682","D minor","0.508231580257"
"3bfda26a-49fa-4bc4-a4d6-8bbfa0767ab7","96.3865127563","0.937696397305","D minor","0.0990790277719","A# minor","0.561184704304"
"acb2170b-a90b-4ed9-9df0-00f864347870","109.931404114","0.836347043514","C major","0.105763040483","D minor","0.554947495461"
"af9ce92d-c537-4f69-b861-d312dcb00215","125.784957886","0.92631393671","A major","0.0762997940183","A major","0.659323692322"
"a299bacf-ef87-4b94-8f84-49b61e21e806","96.5113067627","0.878318428993","E major","0.0988562107086","F# minor","0.324090331793"
"d38cc90f-39e1-40d9-8211-709a43c96933","98.9775238037","0.922953486443","E major","0.0624261051416","A major","0.767385601997"
"db7eab90-871a-4178-b661-f102536e87cc","137.612854004","0.94161182642","F major","0.100950285792","A# minor","0.63932466507"
"9b1492a0-49b3-4c75-b767-a5e2ef5e40b8","113.245414734","0.89414203167","B minor","0.0308473259211","D major","0.78898358345"
"2c67a14f-b7ea-4743-b7e0-2f8fd3c3a301","142.834381104","0.722849428654","A major","0.0430665463209","A major","0.741293132305"
"39c23d3b-0e9c-4a78-8017-398d78668c37","172.265304565","0.0835790261626","B major","0.0847960412502","F minor","0.504706144333"
"3095b75c-ca7c-45f7-881d-41d6ab78063f","107.659423828","0.944957375526","C# major","0.1158330217","A# minor","0.57671380043"
"d283e46e-28e3-4d0c-96f0-4c67089a97a3","164.646881104","0.808769226074","D minor","0.0945563018322","A# minor","0.584807813168"
"b3b0764b-9ccb-43fd-bb61-37abdcf0c051","163.740127563","0.124283850193","C# major","0.0587381199002","A# minor","0.587679505348"
"f9e8c6b3-f22e-4bd5-8388-226d0b8895fe","103.933242798","0.572260797024","D major","0.0511767938733","G major","0.842160701752"
"414b2c12-e1db-4668-8ea0-fa4f972567dd","140.96836853","0.953139424324","D major","0.0206812657416","D major","0.861962080002"
"88faff98-6f53-4310-8d32-9bf25adae4a1","119.493545532","0.793486952782","A minor","0.0368137769401","A minor","0.885451257229"
"2d9a5b40-f5e6-4499-ab7a-567fe3b42ab9","138.910140991","0.962864518166","D minor","0.119349993765","A# minor","0.591915309429"
"6f9dcf1b-77df-4f6b-b2c0-1771ec4a884d","152.419937134","0.868055045605","A major","0.0421498678625","A minor","0.708606481552"
"67e6f2bb-2c15-4d7a-b998-f96442abbc74","89.2718505859","0.817384541035","G major","0.0433168299496","G major","0.901889204979"
"b4486e7a-2688-4b1d-a1fb-32244a6ab902","126.927009583","0.745911478996","C minor","0.0888773351908","G# minor","0.439911901951"
"c1137e07-3503-400b-b0a2-9a662d3ed7a1","134.963729858","0.869428515434","E major","0.0239390637726","A major","0.813762843609"
"977b036d-9d5b-40bf-b570-2a86b74279fe","101.37525177","0.435070484877","A major","0.0158543754369","A major","0.888414144516"
"e8c0736a-3f73-4e46-8b6a-5d4e04070188","78.5021133423","0.705067753792","F major","0.0968259647489","A# minor","0.557720959187"
"48cfc6cc-cb22-493c-b5c7-75fdcecd4a6a","100.10333252","0.919236183167","D minor","0.0859118625522","A# minor","0.601896882057"
"c6c704b1-4043-4f2e-828a-0af5e5f34233","126.736663818","0.678637325764","F minor","0.0884781032801","A# major","0.517069339752"
"446b20dc-f1bc-45a5-b399-9a5f1843ca04","98.761100769","0.940105319023","A# minor","0.0716145858169","A# minor","0.653080284595"
"4cf8e577-dab6-4be2-97df-3196aa49e71f","139.097351074","0.780050039291","D minor","0.0908302217722","C# minor","0.547742247581"
"68f10b6e-2627-441a-9730-3403db57a6e9","104.320625305","0.8516664505","D minor","0.0958246663213","F minor","0.544828414917"
"2c1d81fa-bdae-4b94-bb63-5142cf1df437","99.0430450439","0.444901078939","A major","0.0588747113943","A major","0.721767485142"
"0133a6c3-8c12-4d9a-acee-eed308f61f59","112.171401978","0.862661063671","A major","0.0622151307762","A major","0.761804997921"
"cf34c057-17d0-4a0d-832a-cf3480538f46","117.928443909","0.893996357918","F minor","0.101973682642","F minor","0.642379820347"
"c4e0dfa0-3a58-45b2-b914-71dc820e9688","105.724349976","0.856715083122","G major","0.0663507133722","G major","0.674968540668"
